市区町村コード,転入_総人数,転入65歳以上,転入25歳～29歳,転入30歳～34歳,転入35歳～39歳,転出_総人数,転出65歳以上,転出25歳～29歳,転出30歳～34歳,35歳～39歳
46223,937,80,165,98,56,1138,112,161,85,67
46224,669,59,105,77,42,831,71,98,75,52
46225,3612,241,554,391,299,3097,146,456,325,241
46300,167,5,14,7,10,153,9,8,10,7
46303,72,2,5,0,7,59,3,3,7,0
46304,95,3,9,7,3,94,6,5,3,7
46380,536,32,78,56,42,699,71,98,71,43
46392,536,32,78,56,42,699,71,98,71,43
46400,273,16,29,31,33,348,26,41,22,20
46404,273,16,29,31,33,348,26,41,22,20
46440,334,27,37,31,26,374,30,28,41,29
46452,334,27,37,31,26,374,30,28,41,29
46460,405,34,55,37,29,517,53,73,57,25
46468,405,34,55,37,29,517,53,73,57,25
46480,1168,154,136,122,82,1354,208,146,123,64
46482,284,47,35,36,19,201,29,28,21,11
46490,238,28,36,26,15,325,44,36,34,17
46491,160,25,19,15,12,279,67,21,16,6
46492,486,54,46,45,36,549,68,61,52,30
46500,1148,83,121,102,93,1321,101,111,101,88
46501,285,30,30,19,24,366,37,28,27,19
46502,277,19,25,23,19,309,15,26,24,19
46505,586,34,66,60,50,646,49,57,50,50
46520,3167,252,370,330,258,3290,242,271,276,239
46523,52,7,5,5,4,71,4,11,5,5
46524,106,21,9,7,7,95,15,6,8,3
46525,411,29,56,41,32,434,30,41,59,35
46527,398,26,67,34,39,326,30,28,27,29
46529,273,20,28,37,21,301,23,26,25,28
46530,548,43,48,56,43,630,48,50,54,36
46531,236,17,29,14,21,276,20,18,10,9
46532,258,32,27,23,11,252,29,17,14,21
46533,348,26,47,48,28,377,19,25,34,31
46534,295,21,32,34,30,302,18,31,28,18
46535,242,10,22,31,22,226,6,18,12,24
47000,75036,4331,12386,9293,6872,73351,3954,11374,8610,6438
47001,56362,3130,9556,7020,5170,55591,2831,8661,6569,4913
47002,18674,1201,2830,2273,1702,17760,1123,2713,2041,1525
47201,14783,743,2428,1775,1397,16352,858,2511,1869,1491
47205,5350,275,986,662,452,5132,279,855,612,469
47207,3194,116,566,445,299,3128,120,479,402,291
47208,5443,348,962,728,501,5708,325,950,680,471
47209,3360,189,528,386,277,3115,138,480,308,215
47210,3179,188,491,384,280,3241,129,492,423,304
47211,6196,373,1116,783,582,6211,361,982,743,543
47212,3763,272,665,476,361,3310,153,450,413,328
47213,5307,339,887,627,465,4641,227,776,588,385
47214,3368,124,601,482,303,2993,124,414,326,269
47215,2419,163,326,272,253,1760,117,272,205,147
47300,3386,305,439,355,280,3237,274,450,366,240
47301,203,17,12,18,21,212,25,21,22,14
47302,178,39,21,22,13,137,28,16,8,9
47303,100,9,9,10,7,126,19,8,7,7
47306,435,61,60,36,38,419,37,54,41,34
47308,706,48,92,68,62,643,39,97,87,48
47311,867,54,115,90,67,839,57,133,102,66
47313,297,33,39,34,31,224,15,38,27,19
47314,469,35,75,65,35,465,35,62,56,33
47315,131,9,16,12,6,172,19,21,16,10
47320,8450,492,1215,1028,772,7889,441,1276,873,696
47324,1759,98,253,223,173,1605,73,258,171,141
47325,486,36,88,68,35,580,46,98,55,29
47326,1665,76,253,229,152,1745,83,280,199,160
47327,1197,88,156,124,112,892,53,124,104,89
47328,1395,85,207,151,127,1190,69,196,129,105
47329,1948,109,258,233,173,1877,117,320,215,172
47340,6050,383,1033,787,576,5774,356,864,709,499
47348,1325,99,230,179,122,1337,68,213,159,118
47350,2124,132,405,290,200,1982,106,333,253,169
47353,76,4,11,12,6,70,7,9,9,9
47354,114,2,22,18,9,107,5,15,14,16
47355,49,5,7,5,7,46,9,4,5,1
47356,19,3,4,2,2,24,4,2,5,3
47357,95,2,14,12,8,103,11,8,13,10
47358,48,1,7,7,9,71,9,2,5,8
47359,82,5,11,7,6,91,9,7,8,6
47360,60,6,12,1,3,87,15,11,6,5
47361,452,14,70,55,42,488,38,53,63,45
47362,1606,110,240,199,162,1368,75,207,169,109
47370,50,3,3,5,8,65,7,7,6,3
47375,50,3,3,5,8,65,7,7,6,3
47380,738,18,140,98,66,795,45,116,87,87
47381,492,11,106,59,41,541,29,88,60,61
47382,246,7,34,39,25,254,16,28,27,26
